Date,Open,High,Low,Close,Volume
07/14/2025 19:05 PM,502.8,503,502.8,502.84,22
07/14/2025 19:06 PM,502.77,502.84,502.77,502.77,8
07/14/2025 19:07 PM,502.695,502.77,502.54,502.54,118
07/14/2025 19:08 PM,502.76,502.99,502.53,502.53,19
07/14/2025 19:09 PM,502.99,502.99,502.53,502.53,204
07/14/2025 19:10 PM,502.76,502.76,502.53,502.55,107
07/14/2025 19:11 PM,502.53,502.99,502.53,502.99,8
07/14/2025 19:12 PM,502.57,502.99,502.53,502.53,69
07/14/2025 19:13 PM,502.75,502.97,502.75,502.75,13
07/14/2025 19:14 PM,502.75,502.99,502.53,502.99,10
07/14/2025 19:15 PM,502.99,502.99,502.72,502.72,2
07/14/2025 19:16 PM,502.99,502.99,502.775,502.99,7
07/14/2025 19:17 PM,502.61,502.99,502.56,502.56,4
07/14/2025 19:18 PM,502.79,502.84,502.69,502.75,9
07/14/2025 19:19 PM,502.765,502.805,502.765,502.805,4
07/14/2025 19:20 PM,502.805,502.99,502.805,502.865,48
07/14/2025 19:21 PM,502.88,502.99,502.71,502.865,17
07/14/2025 19:22 PM,502.815,502.89,502.815,502.89,4
07/14/2025 19:23 PM,502.99,502.99,502.6,502.6,5
07/14/2025 19:24 PM,502.795,502.99,502.63,502.65,14
07/14/2025 19:25 PM,502.7,502.7,502.7,502.7,32
07/14/2025 19:26 PM,502.51,502.522,502.51,502.522,50
07/14/2025 19:27 PM,502.51,502.54,502.51,502.54,21
07/14/2025 19:28 PM,502.54,502.54,502.54,502.54,5
07/14/2025 19:30 PM,502.63,502.78,502.59,502.77,28
07/14/2025 19:31 PM,502.78,502.905,502.78,502.905,6
07/14/2025 19:32 PM,502.92,502.92,502.92,502.92,2
07/14/2025 19:33 PM,502.79,502.89,502.79,502.89,3
07/14/2025 19:34 PM,502.89,502.9,502.845,502.9,74
07/14/2025 19:35 PM,502.75,502.89,502.511,502.89,9
07/14/2025 19:36 PM,502.76,502.76,502.76,502.76,3
07/14/2025 19:37 PM,502.538,502.6,502.538,502.6,21
07/14/2025 19:38 PM,502.6,502.6,502.54,502.54,12
07/14/2025 19:40 PM,502.6,502.6,502.6,502.6,1
07/14/2025 19:42 PM,502.51,502.6,502.51,502.6,114
07/14/2025 19:43 PM,502.745,502.745,502.745,502.745,5
07/14/2025 19:44 PM,502.745,502.87,502.5,502.87,14
07/14/2025 19:45 PM,502.745,502.745,502.745,502.745,1
07/14/2025 19:46 PM,502.512,502.512,502.512,502.512,1
07/14/2025 19:47 PM,502.745,502.9,502.5,502.9,5
07/14/2025 19:48 PM,502.5,502.9,502.5,502.51,5
07/14/2025 19:49 PM,502.745,502.9,502.745,502.745,8
07/14/2025 19:50 PM,502.745,502.745,502.5,502.5,5
07/14/2025 19:51 PM,502.99,502.99,502.745,502.745,34
07/14/2025 19:52 PM,502.978,502.978,502.501,502.501,2
07/14/2025 19:53 PM,502.745,502.745,502.518,502.518,14
07/14/2025 19:54 PM,502.62,502.73,502.62,502.62,6
07/14/2025 19:55 PM,502.55,502.73,502.55,502.62,17
07/14/2025 19:56 PM,502.62,502.62,502.49,502.615,109
07/14/2025 19:57 PM,502.99,502.99,502.49,502.49,8
07/14/2025 19:58 PM,502.615,502.615,502.615,502.615,7
07/14/2025 19:59 PM,502.6,502.99,502.49,502.49,55
07/15/2025 04:00 AM,503.32,503.32,502.87,502.87,135
07/15/2025 04:01 AM,502.87,502.89,502.58,502.58,261
07/15/2025 04:02 AM,502.53,502.57,502.53,502.54,88
07/15/2025 04:03 AM,502.59,502.59,502.4,502.4,191
07/15/2025 04:04 AM,502.41,502.6,502.41,502.54,110
07/15/2025 04:05 AM,502.59,502.59,502.53,502.54,307
07/15/2025 04:06 AM,502.54,502.7,502.35,502.35,329
07/15/2025 04:07 AM,502.26,502.26,502.26,502.26,6
07/15/2025 04:08 AM,502.81,502.81,502.13,502.19,445
07/15/2025 04:09 AM,502.36,502.36,502.24,502.24,104
07/15/2025 04:10 AM,502.26,502.26,502,502,130
07/15/2025 04:12 AM,502.08,502.12,502.03,502.03,38
07/15/2025 04:13 AM,502.03,502.05,502.02,502.05,17
07/15/2025 04:14 AM,502.05,502.51,502.05,502.11,124
07/15/2025 04:15 AM,502.47,502.51,502.47,502.51,100
07/15/2025 04:16 AM,502.65,502.65,502.65,502.65,1
07/15/2025 04:17 AM,502.58,502.6,502,502,44
07/15/2025 04:18 AM,502.05,502.05,502,502.05,83
07/15/2025 04:22 AM,502.35,502.35,502.35,502.35,3
07/15/2025 04:23 AM,502.52,502.68,502.32,502.68,151
07/15/2025 04:24 AM,502.6,502.6,502.6,502.6,10
07/15/2025 04:27 AM,502.61,502.61,502.61,502.61,100
07/15/2025 04:29 AM,502.5,502.53,502.3,502.51,150
07/15/2025 04:30 AM,502.51,502.51,502.51,502.51,55
07/15/2025 04:32 AM,502.6,502.61,502.6,502.6,547
07/15/2025 04:33 AM,502.6,502.6,502.2,502.28,116
07/15/2025 04:34 AM,502.27,502.27,502.27,502.27,60
07/15/2025 04:35 AM,502.33,502.33,502.33,502.33,3
07/15/2025 04:37 AM,502.3,502.3,502.27,502.27,141
07/15/2025 04:39 AM,502.34,502.34,502.34,502.34,10
07/15/2025 04:43 AM,502.35,502.35,502.35,502.35,1
07/15/2025 04:44 AM,502.45,502.58,502.45,502.45,130
07/15/2025 04:47 AM,502.41,502.41,502.41,502.41,5
07/15/2025 04:48 AM,502.41,502.41,502.4,502.4,96
07/15/2025 04:49 AM,502.4,502.4,502.4,502.4,111
07/15/2025 04:50 AM,502.3,502.3,502.3,502.3,2
07/15/2025 04:51 AM,502.3,502.3,502.3,502.3,1
07/15/2025 04:53 AM,502.3,502.3,502.22,502.22,100
07/15/2025 04:54 AM,502.4,502.41,502.4,502.41,515
07/15/2025 04:55 AM,502.41,502.41,502.4,502.4,95
07/15/2025 04:56 AM,502.4,502.4,502.2,502.2,539
07/15/2025 04:57 AM,502.17,502.26,502.13,502.15,56
07/15/2025 04:58 AM,502.15,502.15,502.15,502.15,14
07/15/2025 04:59 AM,502.15,502.15,502.11,502.11,69
07/15/2025 05:00 AM,502.3,502.31,502.3,502.3,998
07/15/2025 05:01 AM,502.11,502.11,502.11,502.11,3
07/15/2025 05:03 AM,502.38,502.38,502.38,502.38,3
07/15/2025 05:05 AM,502.06,502.06,502.06,502.06,15
07/15/2025 05:08 AM,502.23,502.41,502.23,502.4,828
07/15/2025 05:09 AM,502.4,502.4,502.4,502.4,245
07/15/2025 05:10 AM,502.45,502.45,502.4,502.4,68
07/15/2025 05:11 AM,502.4,502.4,502.4,502.4,630
07/15/2025 05:13 AM,502.06,502.15,502.05,502.15,87
07/15/2025 05:14 AM,502.05,502.33,502.04,502.33,44
07/15/2025 05:15 AM,502,502,502,502,49
07/15/2025 05:16 AM,502.05,502.05,502,502,112
07/15/2025 05:18 AM,502.12,502.13,501.98,501.98,93
07/15/2025 05:19 AM,501.98,502.01,501.98,502.01,84
07/15/2025 05:20 AM,501.95,501.95,501.78,501.78,92
07/15/2025 05:21 AM,501.78,501.9,501.71,501.9,148
07/15/2025 05:22 AM,501.9,501.91,501.9,501.9,338
07/15/2025 05:23 AM,501.9,501.9,501.81,501.81,683
07/15/2025 05:24 AM,501.7,501.89,501.7,501.89,13
07/15/2025 05:25 AM,501.7,501.7,501.61,501.61,100
07/15/2025 05:28 AM,501.89,501.98,501.8,501.8,96
07/15/2025 05:29 AM,501.8,501.8,501.8,501.8,40
07/15/2025 05:31 AM,501.9,502,501.9,501.9,553
07/15/2025 05:32 AM,502,502,501.9,501.9,397
07/15/2025 05:33 AM,501.9,501.9,501.9,501.9,356
07/15/2025 05:34 AM,501.98,501.98,501.98,501.98,5
07/15/2025 05:35 AM,501.9,501.99,501.83,501.83,14
07/15/2025 05:36 AM,501.96,501.97,501.72,501.72,86
07/15/2025 05:37 AM,501.72,502,501.72,501.99,154
07/15/2025 05:38 AM,501.99,501.99,501.85,501.88,71
07/15/2025 05:39 AM,501.88,501.88,501.88,501.88,75
07/15/2025 05:40 AM,501.88,501.88,501.82,501.82,125
07/15/2025 05:41 AM,501.78,501.78,501.73,501.73,40
07/15/2025 05:42 AM,501.61,501.61,501.55,501.55,17
07/15/2025 05:43 AM,501.53,501.53,501.53,501.53,1
07/15/2025 05:44 AM,501.56,501.56,501.5,501.5,129
07/15/2025 05:45 AM,501.5,501.5,501.32,501.32,129
07/15/2025 05:47 AM,501.33,501.33,501.33,501.33,6
07/15/2025 05:48 AM,501.43,501.6,501.32,501.6,1020
07/15/2025 05:49 AM,501.6,501.71,501.6,501.71,107
07/15/2025 05:51 AM,501.62,501.62,501.61,501.61,90
07/15/2025 05:52 AM,501.69,501.7,501.69,501.7,100
07/15/2025 05:53 AM,501.71,501.71,501.71,501.71,20
07/15/2025 05:54 AM,501.63,501.63,501.6,501.6,193
07/15/2025 05:55 AM,501.6,501.6,501.6,501.6,280
07/15/2025 05:56 AM,501.6,501.6,501.6,501.6,90
07/15/2025 05:59 AM,501.6,501.6,501.51,501.52,78
07/15/2025 06:00 AM,501.52,501.52,501.52,501.52,12
07/15/2025 06:04 AM,501.65,501.65,501.65,501.65,5
07/15/2025 06:05 AM,501.65,501.65,501.65,501.65,1
07/15/2025 06:06 AM,501.69,501.78,501.69,501.78,17
07/15/2025 06:07 AM,501.6,501.61,501.6,501.61,2
07/15/2025 06:12 AM,501.68,501.68,501.68,501.68,18
07/15/2025 06:13 AM,501.68,501.68,501.61,501.61,44
07/15/2025 06:14 AM,501.6,501.6,501.47,501.47,117
07/15/2025 06:15 AM,501.48,501.48,501.48,501.48,6
07/15/2025 06:16 AM,501.8,501.8,501.8,501.8,55
07/15/2025 06:17 AM,501.8,501.82,501.61,501.82,97
07/15/2025 06:19 AM,501.8,501.84,501.64,501.84,89
07/15/2025 06:20 AM,501.94,502.04,501.94,502.04,776
07/15/2025 06:22 AM,501.93,501.93,501.93,501.93,50
07/15/2025 06:23 AM,501.75,501.75,501.75,501.75,3
07/15/2025 06:24 AM,501.8,501.8,501.8,501.8,20
07/15/2025 06:25 AM,501.8,501.8,501.8,501.8,15
07/15/2025 06:26 AM,501.92,502.02,501.92,502.02,217
07/15/2025 06:27 AM,502.06,502.06,502.06,502.06,1
07/15/2025 06:28 AM,502.16,502.19,502.09,502.19,51
07/15/2025 06:29 AM,502.09,502.09,501.8,502.02,195
07/15/2025 06:30 AM,501.81,501.81,501.81,501.81,1
07/15/2025 06:31 AM,501.8,501.98,501.8,501.8,250
07/15/2025 06:32 AM,501.8,501.96,501.8,501.8,239
07/15/2025 06:33 AM,501.95,501.97,501.92,501.92,71
07/15/2025 06:34 AM,501.95,501.96,501.7,501.7,52
07/15/2025 06:35 AM,501.96,502,501.96,502,75
07/15/2025 06:36 AM,501.99,501.99,501.99,501.99,40
07/15/2025 06:38 AM,501.97,501.99,501.97,501.99,71
07/15/2025 06:39 AM,501.88,501.88,501.88,501.88,24
07/15/2025 06:40 AM,501.87,501.87,501.78,501.78,76
07/15/2025 06:41 AM,501.78,501.85,501.78,501.78,246
07/15/2025 06:43 AM,502.08,502.08,502.08,502.08,4
07/15/2025 06:45 AM,502.08,502.08,502.08,502.08,1
07/15/2025 06:47 AM,501.79,501.79,501.78,501.78,66
07/15/2025 06:48 AM,501.86,501.86,501.78,501.78,133
07/15/2025 06:49 AM,502.09,502.09,502.09,502.09,10
07/15/2025 06:52 AM,502.09,502.09,502.09,502.09,1
07/15/2025 06:56 AM,502.19,502.19,502.09,502.09,38
07/15/2025 06:57 AM,502.12,502.12,502.12,502.12,1
07/15/2025 07:00 AM,502.2,502.48,502.13,502.45,118
07/15/2025 07:01 AM,502.48,502.48,502.15,502.15,45
07/15/2025 07:03 AM,502.27,502.27,502.12,502.2,197
07/15/2025 07:04 AM,502.2,502.35,502.2,502.3,1006
07/15/2025 07:05 AM,502.27,502.27,502.27,502.27,25
07/15/2025 07:06 AM,502.29,502.29,502.29,502.29,25
07/15/2025 07:07 AM,502.28,502.29,502.12,502.29,100
07/15/2025 07:09 AM,502.45,502.5,502.22,502.5,675
07/15/2025 07:10 AM,502.44,502.44,502.44,502.44,104
07/15/2025 07:11 AM,502.42,502.42,502.42,502.42,7
07/15/2025 07:12 AM,502.42,502.48,502.42,502.48,105
07/15/2025 07:15 AM,502.5,502.5,502.5,502.5,231
07/15/2025 07:16 AM,502.54,502.54,502.52,502.52,26
07/15/2025 07:17 AM,502.65,502.69,502.65,502.69,40
07/15/2025 07:18 AM,502.58,502.58,502.58,502.58,45
07/15/2025 07:19 AM,502.5,502.5,502.5,502.5,50
07/15/2025 07:20 AM,502.5,502.5,502.5,502.5,5
07/15/2025 07:22 AM,502.5,502.5,502.5,502.5,1
07/15/2025 07:23 AM,502.49,502.49,502.29,502.29,19
07/15/2025 07:24 AM,502.31,502.31,502.25,502.25,42
07/15/2025 07:26 AM,502.22,502.25,502.21,502.25,60
07/15/2025 07:28 AM,502.24,502.24,502.22,502.22,52
07/15/2025 07:30 AM,502.35,502.35,502.22,502.22,110
07/15/2025 07:31 AM,502.32,502.32,502.32,502.32,4
07/15/2025 07:32 AM,502.27,502.27,502.27,502.27,1
07/15/2025 07:33 AM,502.25,502.34,502.19,502.34,115
07/15/2025 07:34 AM,502.34,502.34,502.34,502.34,5
07/15/2025 07:36 AM,502.13,502.13,502.11,502.11,184
07/15/2025 07:37 AM,502.15,502.15,502.15,502.15,400
07/15/2025 07:38 AM,502.16,502.16,502,502,251
07/15/2025 07:40 AM,502.24,502.24,502.13,502.13,15
07/15/2025 07:41 AM,502.08,502.08,502.08,502.08,20
07/15/2025 07:42 AM,502,502,502,502,10
07/15/2025 07:43 AM,502.05,502.07,502.05,502.07,24
07/15/2025 07:44 AM,502,502.01,502,502.01,155
07/15/2025 07:45 AM,502.01,502.01,502.01,502.01,2
07/15/2025 07:46 AM,501.75,501.77,501.75,501.75,236
07/15/2025 07:47 AM,501.75,501.75,501.61,501.61,156
07/15/2025 07:49 AM,501.67,501.67,501.64,501.64,100
07/15/2025 07:53 AM,501.95,501.95,501.95,501.95,5
07/15/2025 07:57 AM,502.05,502.05,502.05,502.05,10
07/15/2025 07:58 AM,502.13,502.13,502.13,502.13,6
07/15/2025 08:00 AM,502,502.35,501.84,502.2,7582
07/15/2025 08:01 AM,502.2,502.35,502.02,502.02,283
07/15/2025 08:02 AM,502.34,502.34,502,502,21
07/15/2025 08:03 AM,502.2,502.317,502,502.317,425
07/15/2025 08:04 AM,502.2,502.2,501.92,502.2,80
07/15/2025 08:05 AM,501.9,502.068,501.6,501.6,2249
07/15/2025 08:06 AM,501.6,502,501.6,501.8,595
07/15/2025 08:07 AM,501.8,501.963,501.6,501.963,224
07/15/2025 08:08 AM,501.6,502,501.6,501.695,658
07/15/2025 08:09 AM,501.695,501.99,501.695,501.99,14
07/15/2025 08:10 AM,501.715,501.99,501.55,501.695,53
07/15/2025 08:11 AM,501.72,501.72,501.5,501.695,36
07/15/2025 08:12 AM,501.74,501.91,501.695,501.695,14
07/15/2025 08:13 AM,501.715,501.98,501.69,501.98,13
07/15/2025 08:14 AM,501.5,501.96,501.5,501.79,30
07/15/2025 08:15 AM,501.6,501.91,501.6,501.7,13
07/15/2025 08:16 AM,501.785,501.91,501.6,501.68,17
07/15/2025 08:17 AM,501.73,501.902,501.67,501.755,52
07/15/2025 08:18 AM,501.91,501.91,501.68,501.68,26
07/15/2025 08:19 AM,501.755,501.91,501.68,501.9,288
07/15/2025 08:20 AM,501.68,501.9,501.6,501.636,359
07/15/2025 08:21 AM,501.75,501.9,501.6,501.9,653
07/15/2025 08:22 AM,501.76,501.99,501.6,501.795,1037
07/15/2025 08:23 AM,501.79,501.99,501.6,501.69,1022
07/15/2025 08:24 AM,501.795,501.99,501.78,501.795,63
07/15/2025 08:25 AM,501.7,501.99,501.7,501.99,23
07/15/2025 08:26 AM,501.8,501.99,501.8,501.81,13
07/15/2025 08:27 AM,501.82,501.99,501.82,501.97,16
07/15/2025 08:28 AM,501.89,501.99,501.75,501.82,350
07/15/2025 08:29 AM,501.82,501.97,501.82,501.825,31
07/15/2025 08:30 AM,501.825,502.9,501.825,502.5,2411
07/15/2025 08:31 AM,502.7,503,502.5,502.74,282
07/15/2025 08:32 AM,502.625,502.8,502.325,502.325,548
07/15/2025 08:33 AM,502.325,502.65,502.2,502.65,27
07/15/2025 08:34 AM,502.35,502.6,502.325,502.6,23
07/15/2025 08:35 AM,502.36,502.48,502.01,502.48,156
07/15/2025 08:36 AM,502.3,502.48,502.04,502.04,81
07/15/2025 08:37 AM,502.3,502.6,502.02,502.49,732
07/15/2025 08:38 AM,502.49,502.6,502.25,502.375,157
07/15/2025 08:39 AM,502.475,502.599,502.25,502.49,1289
07/15/2025 08:40 AM,502.3,502.6,502.3,502.324,164
07/15/2025 08:41 AM,502.3,502.5,502.3,502.49,137
07/15/2025 08:42 AM,502.5,502.5,502.3,502.4,301
07/15/2025 08:43 AM,502.5,502.5,502.3,502.42,100
07/15/2025 08:44 AM,502.41,502.5,502.3,502.3,438
07/15/2025 08:45 AM,502.375,502.5,502.25,502.375,127
07/15/2025 08:46 AM,502.25,502.4,502.25,502.25,357
07/15/2025 08:47 AM,502.26,502.4,502.25,502.26,96
07/15/2025 08:48 AM,502.26,502.475,502.26,502.456,44
07/15/2025 08:49 AM,502.452,502.5,502.26,502.45,722
07/15/2025 08:50 AM,502.45,502.6,502.4,502.6,557
07/15/2025 08:51 AM,502.551,502.6,502.46,502.6,333
07/15/2025 08:52 AM,502.63,502.79,502.52,502.63,131
07/15/2025 08:53 AM,502.65,502.81,502.45,502.605,444
07/15/2025 08:54 AM,502.555,502.81,502.51,502.63,119
07/15/2025 08:55 AM,502.81,502.81,502.63,502.81,361
07/15/2025 08:56 AM,502.78,502.81,502.625,502.625,834
07/15/2025 08:57 AM,502.625,502.799,502.625,502.725,15
07/15/2025 08:58 AM,502.71,502.8,502.65,502.725,401
07/15/2025 08:59 AM,502.65,502.65,502.45,502.45,436
07/15/2025 09:00 AM,502.45,502.74,502.4,502.6,365
07/15/2025 09:01 AM,502.4,502.74,502.27,502.703,419
07/15/2025 09:02 AM,502.638,502.73,502.291,502.375,29
07/15/2025 09:03 AM,502.5,502.69,502.27,502.36,229
07/15/2025 09:04 AM,502.36,502.62,502.36,502.62,147
07/15/2025 09:05 AM,502.27,502.62,502.27,502.61,18
07/15/2025 09:06 AM,502.61,502.61,502.355,502.5,216
07/15/2025 09:07 AM,502.355,502.5,502.05,502.5,1690
07/15/2025 09:08 AM,502.295,502.35,502.28,502.3,417
07/15/2025 09:09 AM,502.3,502.49,502.2,502.41,224
07/15/2025 09:10 AM,502.375,502.49,502.26,502.26,318
07/15/2025 09:11 AM,502.26,502.49,502.26,502.44,492
07/15/2025 09:12 AM,502.44,502.465,502.36,502.36,65
07/15/2025 09:13 AM,502.435,502.46,502.34,502.4,66
07/15/2025 09:14 AM,502.405,502.43,502.276,502.4,38
07/15/2025 09:15 AM,502.27,502.436,502.27,502.275,90
07/15/2025 09:16 AM,502.26,502.3,502.26,502.285,65
07/15/2025 09:17 AM,502.39,502.45,502.28,502.3,167
07/15/2025 09:18 AM,502.45,502.49,502.3,502.41,13
07/15/2025 09:19 AM,502.415,502.49,502.3,502.4,29
07/15/2025 09:20 AM,502.47,502.54,502.3,502.44,408
07/15/2025 09:21 AM,502.44,502.74,502.3,502.57,224
07/15/2025 09:22 AM,502.71,502.75,502.5,502.75,251
07/15/2025 09:23 AM,502.8,502.8,502.5,502.655,554
07/15/2025 09:24 AM,502.8,503,502.65,502.915,553
07/15/2025 09:25 AM,502.84,503.1,502.805,503.01,653
07/15/2025 09:26 AM,503.09,503.1,502.76,503.006,504
07/15/2025 09:27 AM,502.986,503.2,502.42,502.55,620
07/15/2025 09:28 AM,503.2,503.2,502.68,503.1,839
07/15/2025 09:29 AM,503.1,503.25,503,503.25,441
07/15/2025 09:30 AM,503.02,503.83,502.82,503.47,248506
07/15/2025 09:31 AM,503.63,503.82,503.485,503.61,32284
07/15/2025 09:32 AM,503.67,503.8,503.311,503.62,24182
07/15/2025 09:33 AM,503.625,503.68,503.267,503.435,31820
07/15/2025 09:34 AM,503.41,503.56,503.05,503.1,33769
07/15/2025 09:35 AM,503.08,503.225,502.79,503.155,43126
07/15/2025 09:36 AM,503.19,503.49,503,503.255,42436
07/15/2025 09:37 AM,503.24,503.25,502.855,502.94,54042
07/15/2025 09:38 AM,502.93,503.26,502.91,503.2,29256
07/15/2025 09:39 AM,503.265,503.55,503.18,503.3,27943
07/15/2025 09:40 AM,503.35,503.875,503.15,503.865,41294
07/15/2025 09:41 AM,503.875,504.4,503.63,504.4,49059
07/15/2025 09:42 AM,504.42,505.455,504.28,505.32,76767
07/15/2025 09:43 AM,505.31,505.65,505.28,505.598,63204
07/15/2025 09:44 AM,505.61,505.64,505.37,505.505,48760
07/15/2025 09:45 AM,505.485,505.565,505.26,505.26,32331
07/15/2025 09:46 AM,505.19,505.23,504.94,504.98,39716
07/15/2025 09:47 AM,504.88,504.98,504.32,504.66,39993
07/15/2025 09:48 AM,504.67,505.04,504.665,505.04,30053
07/15/2025 09:49 AM,504.99,505.11,504.7,504.75,20996
07/15/2025 09:50 AM,504.7,504.837,504.39,504.8,20200
07/15/2025 09:51 AM,505,505,504.767,504.909,20128
07/15/2025 09:52 AM,504.885,505.06,504.82,504.945,19393
07/15/2025 09:53 AM,504.945,505.27,504.78,504.822,26155
07/15/2025 09:54 AM,504.835,505.15,504.815,505.15,16649
07/15/2025 09:55 AM,505.155,505.399,505.06,505.3,33510
07/15/2025 09:56 AM,505.28,505.37,505.07,505.11,25237
07/15/2025 09:57 AM,505.1,505.36,505.08,505.21,30043
07/15/2025 09:58 AM,505.21,505.29,505.06,505.14,28563
07/15/2025 09:59 AM,505.105,505.35,505.105,505.275,23489
07/15/2025 10:00 AM,505.305,505.39,504.73,504.77,50279
07/15/2025 10:01 AM,504.81,504.885,504.555,504.86,21889
07/15/2025 10:02 AM,504.85,505.095,504.85,504.855,19376
07/15/2025 10:03 AM,504.79,504.91,504.75,504.835,14604
07/15/2025 10:04 AM,504.86,504.9,504.52,504.785,17706
07/15/2025 10:05 AM,504.88,505.11,504.71,505.04,22616
07/15/2025 10:06 AM,505.065,505.32,505.06,505.25,12279
07/15/2025 10:07 AM,505.23,505.23,504.975,504.975,15433
07/15/2025 10:08 AM,504.89,505.14,504.8,505.031,20834
07/15/2025 10:09 AM,505.031,505.26,504.91,504.99,19926
07/15/2025 10:10 AM,504.94,504.98,504.83,504.91,10670
07/15/2025 10:11 AM,504.925,505.03,504.73,504.97,18760
07/15/2025 10:12 AM,504.995,505.08,504.85,505.07,12977
07/15/2025 10:13 AM,505.14,505.29,505.09,505.23,18902
07/15/2025 10:14 AM,505.235,505.24,505.04,505.055,17706
07/15/2025 10:15 AM,505.06,505.31,505.01,505.18,33174
07/15/2025 10:16 AM,505.16,505.19,505.13,505.15,12974
07/15/2025 10:17 AM,505.121,505.25,504.96,505.05,21066
07/15/2025 10:18 AM,505.08,505.185,504.92,505.13,9188
07/15/2025 10:19 AM,505.15,505.36,505.15,505.36,29789
07/15/2025 10:20 AM,505.34,505.715,505.21,505.715,46348
07/15/2025 10:21 AM,505.69,505.815,505.506,505.74,22018
07/15/2025 10:22 AM,505.73,506.29,505.73,506.245,33956
07/15/2025 10:23 AM,506.22,506.251,505.75,505.84,18440
07/15/2025 10:24 AM,505.794,505.93,505.66,505.885,22680
07/15/2025 10:25 AM,505.83,505.84,505.3,505.3,21319
07/15/2025 10:26 AM,505.315,505.4,505.16,505.278,19164
07/15/2025 10:27 AM,505.44,505.685,505.39,505.59,21320
07/15/2025 10:28 AM,505.56,505.6,505.39,505.49,12136
07/15/2025 10:29 AM,505.52,505.82,505.52,505.65,11731
07/15/2025 10:30 AM,505.675,505.675,505.42,505.529,17941
07/15/2025 10:31 AM,505.51,505.53,505.29,505.295,15561
07/15/2025 10:32 AM,505.26,505.348,504.96,505.26,20872
07/15/2025 10:33 AM,505.241,505.29,505.07,505.16,13574
07/15/2025 10:34 AM,505.1,505.16,504.95,505.16,14364
07/15/2025 10:35 AM,505.185,505.185,505,505.095,11690
07/15/2025 10:36 AM,505.14,505.19,504.7,504.73,18945
07/15/2025 10:37 AM,504.69,504.77,504.5,504.75,18972
07/15/2025 10:38 AM,504.78,504.88,504.604,504.85,24553
07/15/2025 10:39 AM,505.01,505.05,504.86,504.96,6606
07/15/2025 10:40 AM,504.925,505.08,504.74,504.78,9860
07/15/2025 10:41 AM,504.84,505.12,504.79,505.06,13165
07/15/2025 10:42 AM,505.055,505.12,504.97,505.03,9369
07/15/2025 10:43 AM,504.89,504.917,504.7,504.77,22060
07/15/2025 10:44 AM,504.83,504.94,504.765,504.848,9801
07/15/2025 10:45 AM,504.825,505.062,504.825,504.92,13009
07/15/2025 10:46 AM,504.922,504.96,504.865,504.88,6080
07/15/2025 10:47 AM,504.92,505.03,504.66,504.68,14767
07/15/2025 10:48 AM,504.75,504.985,504.75,504.93,14053
07/15/2025 10:49 AM,504.96,504.98,504.76,504.81,15242
07/15/2025 10:50 AM,504.83,505,504.69,504.78,20537
07/15/2025 10:51 AM,504.75,504.87,504.55,504.685,25647
07/15/2025 10:52 AM,504.67,504.8,504.6,504.74,15263
07/15/2025 10:53 AM,504.735,504.75,504.575,504.655,13254
07/15/2025 10:54 AM,504.63,504.74,504.37,504.68,14059
07/15/2025 10:55 AM,504.66,504.89,504.64,504.785,13160
07/15/2025 10:56 AM,504.775,504.86,504.627,504.82,15165
07/15/2025 10:57 AM,504.8,504.96,504.79,504.83,12791
07/15/2025 10:58 AM,504.76,504.8,504.64,504.73,18968
07/15/2025 10:59 AM,504.715,504.85,504.7,504.825,11461
07/15/2025 11:00 AM,504.85,505.13,504.76,504.85,17162
07/15/2025 11:01 AM,504.8,504.97,504.67,504.88,11917
07/15/2025 11:02 AM,504.86,505.045,504.83,505.005,8203
07/15/2025 11:03 AM,505.015,505.16,504.941,505.04,10908
07/15/2025 11:04 AM,505.09,505.1,504.96,504.97,10204
07/15/2025 11:05 AM,504.97,504.99,504.831,504.88,18407
07/15/2025 11:06 AM,504.83,505.22,504.8,505.22,12026
07/15/2025 11:07 AM,505.23,505.23,505.041,505.125,16876
07/15/2025 11:08 AM,505.095,505.39,505.095,505.39,23210
07/15/2025 11:09 AM,505.39,505.39,505.26,505.3,14468
07/15/2025 11:10 AM,505.31,505.36,505.245,505.31,9372
07/15/2025 11:11 AM,505.32,505.38,505.22,505.26,10329
07/15/2025 11:12 AM,505.28,505.56,505.24,505.56,17367
07/15/2025 11:13 AM,505.56,505.62,505.517,505.6,12552
07/15/2025 11:14 AM,505.595,505.635,505.49,505.49,17833
07/15/2025 11:15 AM,505.53,505.7,505.53,505.7,9660
07/15/2025 11:16 AM,505.66,505.815,505.55,505.77,34446
07/15/2025 11:17 AM,505.77,506.11,505.71,506.11,33275
07/15/2025 11:18 AM,506.12,506.265,506.12,506.23,24828
07/15/2025 11:19 AM,506.22,506.37,506.22,506.37,34676
07/15/2025 11:20 AM,506.37,506.56,506.29,506.52,31871
07/15/2025 11:21 AM,506.53,506.75,506.47,506.73,27325
07/15/2025 11:22 AM,506.74,506.885,506.69,506.69,36135
07/15/2025 11:23 AM,506.7,506.87,506.67,506.83,21972
07/15/2025 11:24 AM,506.86,506.98,506.83,506.865,32876
07/15/2025 11:25 AM,506.865,506.93,506.56,506.56,24187
07/15/2025 11:26 AM,506.57,506.625,506.48,506.555,26769
07/15/2025 11:27 AM,506.63,506.798,506.54,506.798,21909
07/15/2025 11:28 AM,506.787,507.15,506.78,507.06,30437
07/15/2025 11:29 AM,507.06,507.28,507.02,507.28,27891
